tempo= 120
580.3125 Y
580.3208333333333 E
580.33125 P
580.3354166666667 s
580.3395833333333 o
581.7291666666666 g
581.7395833333334 y
581.7458333333333 i
581.7520833333333 a
581.75625 O
583.2458333333333 h
583.25625 o
583.2604166666666 f
583.2645833333333 P
583.26875 S
583.3104166666667 t
584.5958333333333 8
586.2895833333333 P
586.29375 H
586.2979166666667 E
586.3020833333334 O
586.30625 s
586.3125 uf
589.0291666666667 i
589.175 p
589.3104166666667 s
589.4479166666666 d
589.6145833333334 e
589.6208333333333 g
589.6458333333334 (
589.65625 4
590.9 8
592.3125 d
592.3270833333333 w
592.3333333333334 o
592.3375 i
592.34375 y
593.9125 D
593.9291666666667 Y
593.9333333333333 o
593.9395833333333 Q
593.94375 s
595.5791666666667 ^
595.5854166666667 q
595.5916666666667 g
595.6083333333333 D
595.6104166666667 i
595.61875 a
595.625 O
597.1145833333334 W
598.8833333333333 h
598.89375 P
598.9041666666667 o
598.9083333333333 O
598.9145833333333 d
598.925 E
603.4708333333333 Y
603.6270833333333 o
603.7458333333333 P
603.8791666666667 s
604.025 D
604.0333333333333 @
606.3791666666667 ^
607.25625 8
608.03125 (
608.7520833333333 q
609.56875 w
610.525 E
611.6479166666667 t
613.2458333333333 h
613.25 y
613.2604166666666 (
613.2708333333334 P
614.7333333333333 J
614.74375 D
615.75 E
615.7583333333333 h
615.7895833333333 P
616.5333333333333 J
616.5541666666667 D
617.3375 h
617.4229166666667 t
617.43125 P
618.2229166666667 J
618.2270833333333 D
619.075 h
619.0791666666667 E
619.1395833333333 P
619.9083333333333 J
619.96875 D
620.7375 (
620.7583333333333 H
620.76875 s
621.5479166666667 J
621.59375 D
622.4104166666667 H
622.4208333333333 s
622.43125 E
623.2520833333333 J
623.26875 D
624.0833333333334 t
624.1041666666666 H
624.125 s
625.0145833333333 J
625.0729166666666 D
625.9520833333333 H
625.95625 s
625.9666666666667 E
626.9479166666666 J
627.0 D
627.68125 s
627.8583333333333 g
628.0270833333333 h
628.2145833333333 (
628.2333333333333 l
630.0854166666667 E
631.675 s
631.8145833333333 D
631.9375 h
631.9645833333333 t
632.0520833333334 l
633.8354166666667 E
635.41875 t
635.5333333333333 Y
635.7125 O
635.86875 W
635.8770833333333 4
635.9020833333333 s
636.8625 (
637.7666666666667 w
638.5979166666667 t
639.26875 r
639.4875 y
639.6333333333333 o
639.64375 ^
639.6645833333333 W
640.60625 q
641.8291666666667 y
643.1791666666667 P
644.6208333333333 @
644.9041666666667 o
646.04375 P
646.9645833333333 E
646.975 o
647.8333333333334 P
648.7208333333333 o
648.7729166666667 t
649.69375 P
650.625 o
650.6666666666666 E
651.5666666666667 P
652.4479166666666 t
652.4979166666667 Y
652.6229166666667 i
652.7895833333333 @
652.7958333333333 O
653.8979166666667 P
654.96875 t
654.9729166666667 O
656.1875 P
657.4541666666667 O
657.4645833333333 i
657.475 Y
659.0104166666666 P
660.56875 y
660.5791666666667 s
660.5833333333334 O
660.5875 i
664.6479166666667 d
668.25625 o
668.4333333333333 P
668.5625 s
668.7895833333333 D
668.8104166666667 @
670.9125 E
672.41875 t
673.9770833333333 Y
675.5875 i
677.1770833333334 o
678.9541666666667 P
680.9104166666667 s
682.7604166666666 h
682.9354166666667 J
683.10625 l
683.23125 P
683.25 gD
683.2520833333333 v
